No,Kode Baru,Nama Bahan Makanan,Air (g),Energi (Kal),Protein (g),Lemak (g),Karbohidrat (g),Serat (g),Abu (g),Kalsium (Ca) (mg),Fosfor (P) (mg),Besi (Fe) (mg),Natrium (Na) (mg),Kalium (Ka) (mg),Tembaga (Cu) (mg),Seng (Zn) (mg),Retinol (vit. A) (mcg),β-karoten (mcg),Karoten total (mcg),Thiamin (vit. B1) (mg),Riboflavin (vit. B2) (mg),Niasin (mg),Vitamin C (mg),BDD (%),Mentah/Olahan,Kelompok Makanan,Sumber TKPI 2019
1000,AP108,Sunduk lawang,"63,4",181,"1,9","1,3","32,4",-,"1,0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,Olahan,Serealia,KZGMI-2001
1001,JP005,"Susu asam untuk bayi, bubuk","2,5",418,"19,0","9,0","65,5",-,"4,0",800,600,"7,0",188,"486,5",-,-,303,83,-,"1,00","1,31","0,7",30,100,Olahan,Susu,DABM-1964
1002,JP006,Susu bubuk,"3,5",513,"24,6","30,0","36,2",-,"5,7",904,694,"0,6",380,"1.330,0","0,02","4,1",476,118,-,"0,29","1,39","1,6",6,100,Olahan,Susu,DABM-1964
1003,JR002,Susu ibu - ASI,"88,1",62,"1,5","3,2","7,0",-,"0,2",34,20,"0,2",15,"41,0","0,01","0,4",-,7,-,"0,01","0,03","0,2",-,100,Tunggal,Susu,FCTEA-1972
1004,JR003,"Susu kambing, segar","85,9",64,"4,3","2,3","6,6",-,"0,9",98,78,"2,7",35,"160,0","0,33","0,1",38,-,-,"0,06","0,45","0,3",1,100,Tunggal,Susu,DABM-1964
1005,CP060,Susu kedelai,"87,0",41,"3,5","2,5","5,0","0,2","2,0",50,45,"0,7",128,"287,9","0,12","1,0",-,-,200,"0,08","0,05","0,7",2,100,Olahan,Kacang,DABM-1964
1006,JP007,Susu kental manis,"25,0",343,"8,2","10,0","55,0",-,"1,8",275,209,"0,2",150,"320,0","0,02","1,0",155,46,-,"0,05","0,43","0,4",1,100,Olahan,Susu,DABM-1964
1007,JP008,Susu kental tak manis,"73,7",138,"7,0","7,9","9,9",-,"1,5",243,195,"0,2",140,"303,0",-,-,121,-,-,"0,05",-,-,1,100,Olahan,Susu,DABM-1964
1008,JR004,"Susu kerbau, segar","73,8",160,"6,3","12,0","7,1",-,"0,8",216,101,"0,2",82,-,-,"0,3",24,-,-,"0,04","0,07",-,1,100,Tunggal,Susu,DABM-1964
1009,JR005,"Susu kuda, segar","91,0",40,"2,0","1,1","5,4",-,"0,4",-,-,-,-,"37,4",-,-,-,1,-,-,"0,20","0,2",-,100,Tunggal,Susu,FCTEA-1972
1010,JR006,"Susu sapi, segar","88,3",61,"3,2","3,5","4,3",-,"0,7",143,60,"1,7",36,"149,0","0,02","0,3",39,12,-,"0,03","0,18","0,2",1,100,Tunggal,Susu,DABM-1964
1011,JP009,"Susu skim, bubuk","3,5",359,"35,6","1,0","52,0",-,"7,9",1.300,1.030,"0,6",470,"1.745,0","0,04","4,1",-,10,-,"0,35","1,05","1,2",7,100,Olahan,Susu,DABM-1964
1012,JP010,"Susu skim, segar","90,5",36,"3,5","0,1","5,1",-,"0,8",123,97,"0,1",38,-,-,-,-,-,-,"0,04",-,-,1,100,Olahan,Susu,DABM-1964
1013,BP009,"Suweg, talas, kukus","75,5",93,"1,5","0,1","21,9","0,9","1,0",50,58,"0,8",6,"350,3","0,10","0,1",-,-,283,"0,09",-,"0,3",-,100,Olahan,Umbi,KZGPI-1990
1014,BR024,"Suweg, talas, segar","80,1",74,"1,4","0,1","17,2","1,4","1,2",42,46,"1,3",7,"400,0","0,10","0,1",-,24,254,"0,04",-,"0,4",2,86,Tunggal,Umbi,KZGPI-1990
1015,AP109,Suwir-suwir,"13,4",347,"0,5","0,9","84,2","0,8","1,0",42,40,"4,3",-,-,-,-,1,-,240,"0,13",-,"0,9",-,100,Olahan,Serealia,KZGPI-1990
1016,CP062,Tahu goreng,"77,3",115,"9,7","8,5","2,5","0,1","2,0",229,200,"4,1",7,"68,2","0,09","1,3",-,-,-,"0,01","0,24",-,-,100,Olahan,Kacang,KZGPI-1990
1017,CP063,Tahu telur,"41,8",328,"12,6","19,9","24,6","0,4","1,1",492,238,"4,9",755,-,-,-,73,-,1.860,"0,42",-,-,-,100,Olahan,Kacang,KZGMS-1993
1018,CP061,"Tahu, mentah","82,2",80,"10,9","4,7","0,8","0,1","1,4",223,183,"3,4",2,"50,6","0,19","0,8",-,118,-,"0,01","0,08","0,1",-,100,Olahan,Kacang,KZGPI-1990
1019,CP064,Takwa,"72,2",148,"13,8","8,5","4,0",-,"1,6",140,214,"8,5",3,"79,0","0,30","1,3",-,-,920,"0,20","0,10","0,8",-,100,Olahan,Kacang,KZGPI-1990
1020,BP010,"Talas bogor, kukus","69,2",120,"1,5","0,3","28,2","0,7","0,8",31,63,"0,7",11,"498,0","0,20","0,6",-,-,-,"0,05","0,60","0,8",2,100,Olahan,Umbi,KZGPI-1990
1021,BR025,"Talas bogor, segar","72,4",108,"1,4","0,4","25,0","0,9","0,8",47,67,"0,7",10,"448,0","0,20","0,7",-,-,-,"0,06","0,07","1,0",4,85,Tunggal,Umbi,KZGPI-1990
1022,BR026,"Talas pontianak, segar","60,0",163,"2,3","0,5","36,4","0,7","0,9",45,80,"1,7",14,"323,1","0,30","1,0",-,-,-,"0,02","0,10","1,3",-,83,Tunggal,Umbi,KZGPI-1990
1023,BR027,"Talas viqueque, segar","70,6",115,"1,8","0,5","25,9","8,6","1,2",50,220,"0,9",1,"70,0","0,30","1,0",-,-,-,"0,08","0,10","0,9",-,85,Tunggal,Umbi,KZGMI-2001
1024,DR149,"Taoge kacang kedelai, segar","81,0",76,"9,0","2,6","6,4","0,7","1,0",50,65,"1,0",5,"212,4","0,26","0,7",-,-,110,"0,23","0,19","1,2",15,100,Tunggal,Sayur,DABM-1964
1025,DR150,"Taoge kacang tunggak, segar","88,0",40,"5,0","0,2","5,8","2,6","1,0",57,88,"1,0",2,"226,8","0,07","0,5",-,299,-,"0,07","0,08","0,8",15,90,Tunggal,Sayur,DABM-1964
1026,DP017,"Taoge, goreng","79,2",88,"3,2","2,1","14,0","0,7","1,5",168,50,"5,7",-,-,-,-,2,-,613,"0,05",-,-,-,100,Olahan,Sayur,KZGPI-1990
1027,DP018,"Taoge, seduh","91,9",28,"3,0","0,8","4,0","1,0","0,3",52,73,"0,5",18,"58,3","0,19","0,4",-,46,18,"0,10",-,"0,9",2,87,Olahan,Sayur,KZGPI-1990
1028,DR148,"Taoge, segar","90,4",34,"3,7","1,2","4,3","1,1","0,4",166,74,"0,8",19,"93,3","0,16","0,4",-,41,20,"0,09",-,"1,1",5,100,Tunggal,Sayur,KZGPI-1990
1029,AP003,Tapai beras,"75,5",99,"1,7","0,3","22,4",-,"0,1",4,19,-,26,"2,0","0,10","0,5",-,-,-,-,-,-,-,100,Olahan,Serealia,KZGMI-2001
1030,AP016,Tapai ketan hitam,"50,2",166,"3,8","1,0","34,4","0,3","0,6",8,106,"1,6",5,"12,0",-,-,-,-,-,"0,02",-,-,-,100,Olahan,Serealia,KZGPI-1990
1031,AP018,Tapai ketan putih,"58,9",172,"3,0","0,5","37,5","0,6","0,1",6,35,"0,5",1,-,-,-,-,-,-,"0,04",-,"0,2",-,100,Olahan,Serealia,KZGPI-1990
1032,BP063,Tapai singkong,"57,4",169,"1,4","0,3","40,2","2,0","0,7",21,34,"0,8",-,-,-,-,-,-,-,-,-,-,9,100,Olahan,Umbi,KZGPI-1990
1033,CP065,Tauco,"54,0",184,"11,4","5,5","22,2","1,9","6,9",72,463,"6,0",1.766,"233,0","0,39","1,0",-,-,664,"0,32","0,20","0,8",-,100,Olahan,Kacang,KZGPI-1990
1034,CP066,"Tauco cap beruang, cake","11,4",347,"7,4","5,2","67,6","3,2","8,4",63,106,"6,2",-,-,-,-,-,-,936,"0,35",-,-,-,100,Olahan,Kacang,KZGPI-1990
1035,CP067,"Tauco cap DAS, cake","10,2",358,"7,5","4,3","70,4","3,1","7,6",94,94,"4,5",-,-,-,-,-,-,504,"0,29",-,-,-,100,Olahan,Kacang,KZGPI-1990
1036,CP068,Tauco cap meong,"59,7",159,"7,4","4,9","21,3","1,6","6,7",183,84,"10,1",1.547,"204,1","0,34","0,9",-,-,472,"0,46","0,18","0,7",-,100,Olahan,Kacang,KZGPI-1990
1037,CP069,Tauji cap singa,"30,4",277,"9,1","4,7","49,6","1,2","6,2",68,106,"3,0",-,-,-,-,-,-,936,"0,15",-,-,-,100,Olahan,Kacang,KZGPI-1990
1038,DR151,"Tebu terubuk (lilin), segar","91,0",30,"4,6","0,4","3,0","0,8","1,0",40,80,"2,0",699,-,"0,20","1,1",-,12,-,"0,08","0,20","1,2",50,20,Tunggal,Sayur,DABM-1964
1039,FP086,"Tedong pallu basa, masakan","81,7",83,"10,4","3,4","2,8",-,"1,7",10,139,"2,6",397,"34,0","0,60","1,3",-,-,-,"0,09","0,53","9,0",-,100,Olahan,Daging,KZGMI-2001
1040,MP016,Teh hijau daun kering,"7,7",300,"28,3","4,8","53,6","9,6","5,6",245,415,"18,9",60,"5.873,9","0,50",-,-,8.400,-,"0,38","1,24","4,6",230,100,Olahan,Gula,FCTEA-1972
1041,MP017,Teh hitam daun kering,"8,0",293,"24,5","2,8","58,8","8,7","5,9",327,313,"24,3",50,"5.854,8",-,-,-,2.700,-,"0,07","0,80","7,6",9,100,Olahan,Gula,FCTEA-1972
1042,MP018,Teh melati daun kering,"8,1",299,"24,1","3,5","59,0","9,7","5,3",320,185,"31,6",70,"5.848,4","0,53",-,-,8.400,-,"0,07","0,79","7,3",85,100,Olahan,Gula,FCTEA-1972
1043,DR153,"Tekokak, kering","12,3",302,"8,3","1,7","72,6","21,2","8,1",370,180,"22,2",9,-,"1.044,20","1,0",-,187,750,"0,40","0,17","5,1",-,100,Tunggal,Sayur,DABM-1964
1044,DR152,"Tekokak, segar","89,0",34,"2,0","0,1","7,9","4,9","1,0",50,30,"2,0",3,"333,3","0,12","0,2",-,23,750,"0,08","0,05","0,9",8,95,Tunggal,Sayur,DABM-1964
1045,GP092,Tekwan,"86,7",53,"1,9","0,9","9,4",-,"1,1",9,41,"1,0",174,"42,0",-,-,99,-,-,"0,10","0,02","0,4",-,-,Olahan,Ikan dsb,KZGMI-2001
1046,HR001,"Telur ayam kampung, segar","73,1",174,"10,8","14,0","1,2",-,"0,9",68,268,"4,9",190,"141,0","0,60","1,5",203,23,125,"0,78","0,62","0,2",-,87,Tunggal,Telur,KZGMI-2001
1047,HR003,"Telur ayam ras, bagian kuning, segar","49,4",355,"16,3","31,9","0,7",-,"1,7",147,586,"7,2",111,"107,5","0,20","2,5",606,63,-,"0,27","0,51","0,2",-,100,Tunggal,Telur,DABM-1964
1048,HR004,"Telur ayam ras, bagian putih, segar","87,8",50,"10,8",-,"0,8",-,"0,6",6,17,"0,2",164,"138,5","0,03","0,4",-,-,-,-,"0,26","0,4",-,100,Tunggal,Telur,DABM-1964
1049,HR002,"Telur ayam ras, segar","74,3",154,"12,4","10,8","0,7",-,"0,8",86,258,"3,0",142,"118,5","0,16","1,0",61,22,104,"0,12","0,38","0,2",-,89,Tunggal,Telur,KZGPI-1990
1050,HP001,"Telur ayam, dadar, masakan","61,9",251,"16,3","19,4","1,4",-,"1,0",62,250,"2,5",-,-,-,-,36,-,221,"0,21",-,-,-,100,Olahan,Telur,KZGPI-1990
1051,HR005,"Telur bebek alabio, segar","70,0",187,"11,8","14,2","3,0",-,"1,0",60,268,"6,0",115,"80,0","0,60","1,7",180,437,-,"1,55","0,37","0,1",-,90,Tunggal,Telur,KZGMI-2001
1052,HR008,"Telur bebek tambak, segar","67,7",187,"10,9","12,4","7,9",-,"1,1",64,295,"5,4",209,"146,0","0,40","1,8",378,471,375,"1,62","0,03","0,1",-,90,Tunggal,Telur,KZGMI-2001
1053,HP002,"Telur bebek, asin, mentah","66,5",179,"13,6","13,3","4,4",-,"2,2",120,157,"1,8",483,"140,1",-,-,253,13,-,"0,28","0,98","0,6",-,83,Olahan,Telur,DABM-60/64
1054,HR006,"Telur bebek, bagian kuning, segar","47,0",386,"17,0","35,0","0,8",-,"0,2",150,400,"7,0",106,"90,7","0,09","2,5",870,747,-,"0,60","0,68","1,4",-,100,Tunggal,Telur,DABM-1964
1055,HR007,"Telur bebek, bagian putih, segar","88,0",54,"11,0",-,"0,8",-,"0,2",21,20,"0,1",184,"150,2","0,13","0,1",-,-,-,"0,01","0,02","0,1",-,100,Tunggal,Telur,DABM-1964
1056,HP003,"Telur bebek, dadar, masakan","55,1",301,"20,0","23,7",-,-,"1,2",71,600,"9,2",-,-,-,-,122,-,613,"0,35",-,-,-,100,Olahan,Telur,KZGPI-1990
1057,HR009,"Telur burung maleo, segar","36,0",436,"26,5","36,3","0,4",-,"0,8",154,120,"4,3",77,"333,0","0,40","2,9",3.987,-,-,-,"1,00","0,2",-,-,Tunggal,Telur,KZGMI-2001
1058,HR011,"Telur burung puyuh, segar","79,8",116,"10,7","7,0","1,6",-,"0,9",65,191,"3,5",111,"11,0","0,05","1,2",95,80,-,"0,13","0,65","0,1",-,100,Tunggal,Telur,FCTEA-1972
1059,HR010,"Telur penyu, segar","7,4",136,"8,6","10,1","2,7",-,"1,2",66,282,"3,4",478,"115,0","0,50","1,4",82,17,-,"0,21","0,02",-,-,90,Tunggal,Telur,KZGMI-2001
1060,CP070,Tempe bongkrek,"72,5",119,"4,4","3,5","18,3",-,"146,3",27,100,"2,6",-,-,-,-,-,-,-,"0,08",-,-,-,100,Olahan,Kacang,DABM-1964
1061,CP071,Tempe gembus P3G,"81,9",73,"5,7","1,3","10,3","4,2","0,8",204,80,"1,5",-,-,-,-,-,-,22,"0,09","0,10","0,9",-,100,Olahan,Kacang,KZGPI-1990
1062,CP072,Tempe gembus yogya,"80,7",76,"6,8","0,7","10,6","5,3","1,1",76,142,"16,5",-,-,-,-,-,-,-,"0,79","0,01","0,1",-,100,Olahan,Kacang,KZGPI-1990
1063,CP073,Tempe kacang babi,"64,0",139,"12,5","0,8","21,9","1,8","1,2",68,182,"2,6",-,-,-,-,-,-,20,"0,10",-,-,-,100,Olahan,Kacang,KZGPI-1990
1064,CP074,Tempe kecipir (kacang belimbing),"58,2",212,"17,5","10,0","12,9","2,9","1,4",186,160,"2,2",-,-,-,-,-,-,-,"0,20",-,-,-,100,Olahan,Kacang,KZGPI-1990
1065,CP075,Tempe kedelai + jagung,"70,6",143,"12,0","5,5","11,4","1,9","0,6",155,156,"6,8",-,-,-,-,-,-,1.320,"0,33","0,15","1,2",-,100,Olahan,Kacang,KZGPI-1990
1066,CP076,"Tempe kedelai murni, goreng","36,8",350,"24,5","26,6","10,4","4,2","1,8",202,296,"4,9",22,"626,7","0,80","2,5",-,-,78,"0,24","0,60","3,3",-,100,Olahan,Kacang,KZGPI-1990
1067,CP077,"Tempe kedelai murni, mentah","55,3",201,"20,8","8,8","13,5","1,4","1,6",155,326,"4,0",9,"234,0","0,57","1,7",-,-,-,"0,19","0,59","4,9",-,100,Olahan,Kacang,KZGPI-1990
1068,CP078,Tempe koro benguk,"64,0",141,"10,2","1,3","23,2",-,"1,3",42,15,"2,6",-,-,-,-,-,-,-,"0,09",-,-,-,100,Olahan,Kacang,DABM-1964
1069,CP079,Tempe lamtoro,"66,8",128,"10,7","0,5","21,3","7,1","0,7",203,108,"0,6",-,-,-,-,-,-,121,"0,17",-,-,2,100,Olahan,Kacang,KZGPI-1990
1070,CP080,Tempe lamtoro var. gung dengan kulit,"65,1",146,"11,7","2,3","19,6","7,6","1,3",128,41,"6,8",-,-,-,-,-,-,1.370,"0,19",-,"1,4",-,100,Olahan,Kacang,KZGPI-1990
1071,CP081,Tempe lamtoro var. gung tanpa kulit,"67,1",131,"18,0","0,8","13,0","1,3","1,1",95,154,"12,4",-,-,-,-,-,-,5.900,"0,20","0,02","2,6",-,100,Olahan,Kacang,KZGPI-1990
1072,CP082,Tempe pasar,"68,3",150,"14,0","7,7","9,1","1,4","0,9",517,202,"1,5",7,"165,9","0,40","1,2",-,-,-,"0,17","0,44","3,6",-,100,Olahan,Kacang,KZGPI-1990
1073,CP083,Tempe pasar goreng,"42,9",336,"20,0","28,0","7,8","3,4","1,3",156,350,"3,0",20,"566,2","0,80","2,2",-,-,10,"0,10","0,50","3,0",-,100,Olahan,Kacang,KZGPI-1990
1074,NP010,Tempoya,"70,1",110,"1,7","1,3","21,9","2,6","5,0",190,45,"2,9",597,"486,3",-,-,-,71,-,"0,30","0,04","1,1",-,100,Olahan,Bumbu,KZGMI-2001
1075,BP064,Tepung Arrowroot,"13,6",355,"0,7","0,2","85,2","0,4","0,3",8,22,"1,5",2,"10,7",-,"0,1",-,20,3,"0,09",-,-,-,100,Olahan,Umbi,DABM-1964
1076,AP004,"Tepung beras, mentah","12,0",353,"7,0","0,5","80,0","2,4","0,5",5,140,"0,8",5,"241,0","0,10","0,8",-,-,-,"0,12","0,10","1,2",-,100,Olahan,Serealia,DABM-1964
1077,BP065,Tepung Ganyong,"13,6",353,"0,8","1,7","83,6","0,7","0,3",4,31,"3,3",3,"63,5","0,10","0,3",-,-,-,"0,02",-,"0,9",1,100,Olahan,Umbi,BKP
1078,BP066,Tepung Gaplek,"13,0",345,"2,4","0,4","83,1","6,7","1,1",18,95,"1,5",6,"55,0","0,40","1,2",-,1.000,-,"0,30","0,20","0,1","0,2",100,Olahan,Umbi,BKP
1079,CP084,Tepung hunkwe (pati kacang ijo),"10,0",364,"4,5","1,0","83,5","16,1","1,0",50,100,"1,0",15,"1.232,9","0,93","2,7",-,-,-,-,"0,23","2,2",-,100,Olahan,Kacang,DABM-1964
1080,AP013,Tepung jagung putih,"12,0",355,"9,2","3,9","73,7","7,2","1,2",10,256,"2,4",11,"24,4","0,23","1,7",-,-,-,"0,38","0,02","0,3",-,100,Olahan,Serealia,DABM-1964
1081,CP085,Tepung Jalejo,"10,0",388,"19,0","7,5","61,2","5,8","2,3",101,663,"2,0",3,"712,0","0,60","1,9",-,1.000,"0,1","0,02","0,70","1,6",9,100,Olahan,Kacang,BKP
1082,CP086,Tepung kacang kedelai,"9,0",347,"35,9","20,6","29,9","5,8","4,0",195,544,"8,4",52,"2.522,6","4.303,45","2,6",-,-,140,"0,77","0,32","2,1",-,100,Olahan,Kacang,DABM-1964
1083,BP067,"Tepung kentang, kering","13,0",347,"0,3","0,1","85,6","0,4","1,0",20,30,"0,5",51,"156,3","0,20","0,5",-,-,-,"0,04",-,"0,4",-,100,Olahan,Umbi,DABM-1964
1084,BP068,Tepung Mocaf,"11,9",350,"1,2","0,6","85,0","6,0","1,3",60,64,"15,8",8,"403,0","0,10","0,6",-,-,-,"0,02","0,02","0,7",2,100,Olahan,Umbi,BKP
1085,EP014,Tepung Pisang,"13,8",338,"2,9","0,4","80,6","5,3","2,1",23,62,"4,0",18,"734,0","0,10","0,5",-,13.000,1,"0,02","0,02","1,0",2,100,Olahan,Buah,BKP
1086,BP069,Tepung Sente,"15,3",326,"4,0","0,4","76,7","8,5","3,6",41,141,"3,5",14,"1.602,0","0,40","1,4",-,-,-,"0,02","0,20","7,7","0,2",100,Olahan,Umbi,BKP
1087,BP070,Tepung singkong/ Tapioka,"9,1",363,"1,1","0,5","88,2","0,9","1,1",84,125,"1,0",1,"7,1",-,"0,1",-,-,-,"0,04",-,"0,4",-,100,Olahan,Umbi,DABM-1964
1088,EP015,Tepung Sukun,"10,1",353,"2,9","0,5","84,4","3,7","2,1",100,85,"4,6",9,"2.008,0","0,10","0,6",-,-,-,"0,40","0,02","0,1",3,100,Olahan,Buah,BKP
1089,BP071,Tepung Tales Beneng,"12,2",332,"5,7","0,6","76,1","12,2","5,5",59,302,"10,7",7,"1.404,0","0,80","6,2",-,"0,2",-,"0,02","0,10","0,3","0,2",100,Olahan,Umbi,BKP
1090,AP025,Tepung terigu,"11,8",333,"9,0","1,0","77,2","0,3","1,0",22,150,"6,3",2,-,"0,02","2,8",-,-,-,"0,35","0,47","1,0",-,100,Olahan,Serealia,KZGPI-1990
1091,BP072,Tepung Ubi Ungu,"9,4",354,"2,8","0,6","84,4","12,9","2,8",89,125,"3,9",42,"940,0","0,80","0,6",-,-,-,"0,40","0,02",-,"0,2",100,Olahan,Umbi,BKP
1092,NP011,Terasi,"33,8",155,"22,3","2,9","9,9","2,7","31,1",3.812,726,"78,5",1.664,"821,4","0,99","2,4",-,-,-,"0,24",-,"3,3",-,100,Olahan,Bumbu,KZGPI-1990
1093,NP012,Terasi dobo,"58,4",191,"33,1","3,6","6,6","1,6","11,5",2.250,1.130,"22,9",650,"1.260,0","2,90","5,0",-,-,-,"3,74","0,22","2,1",-,100,Olahan,Bumbu,KZGMI-2001
1094,NP013,Terasi merah,"40,0",174,"30,0","3,5","5,6","2,2","20,4",100,150,"3,1",7.850,"302,8","0,49","1,2",-,-,-,-,"0,12","1,7",-,100,Olahan,Bumbu,DABM-1964
1095,GP093,"Teri balado, masakan","25,8",365,"23,7","22,3","17,5",-,"10,9",869,348,"4,0",-,-,-,-,27,-,1.567,"0,13",-,-,-,-,Olahan,Ikan dsb,KZGPI-1990
1096,GP050,"Teripang, dendeng, mentah","12,5",462,"39,1","32,4","3,5",-,"12,5",499,616,"96,4",315,"402,5",-,-,2,-,144,"1,37",-,"5,3",-,100,Olahan,Ikan dsb,KZGPI-1990
1097,DR155,"Terong asam, segar","90,5",37,"2,0","0,4","6,3","3,2","0,8",13,59,"1,5",3,"155,0","0,30","0,3",-,97,-,"0,20","0,10","0,8",4,-,Tunggal,Sayur,KZGMI-2001
1098,DR158,"Terong hintalo, segar","89,2",45,"1,9","0,8","7,5","5,1","0,6",19,268,"1,0",167,"142,0","0,60","0,2",-,552,-,"0,20","0,40",-,4,-,Tunggal,Sayur,KZGMI-2001
1099,DR154,"Terong, segar","92,7",28,"1,1","0,2","5,5","2,1","0,5",15,37,"0,4",9,"187,0","0,10","0,1",-,46,30,"0,04","0,03","0,5",5,100,Tunggal,Sayur,DABM-1964
1100,DR156,"Terung belanda, segar","87,3",52,"2,1","1,1","8,6","1,4","1,0",16,40,"1,1",-,-,-,-,-,-,8.048,"0,42","0,06",-,12,100,Tunggal,Sayur,KZGPI-1990
1101,DR157,"Terung bengkulu, segar","86,6",52,"1,1","0,4","11,2","3,2","0,8",19,39,"1,1",14,-,"0,16","1,0",-,85,600,"0,23","0,04","0,0",6,100,Tunggal,Sayur,KZGPI-1990
1102,DR159,Terung panjang,"91,8",25,"2,1","0,1","5,3","0,5","0,7",38,24,"0,7",9,"53,7","0,09","0,2",-,83,24,"0,15","0,06","0,7",8,100,Tunggal,Sayur,KZGPI-1990
1103,DP019,"Terung panjang, kukus","92,7",23,"1,8","0,1","4,9","0,4","0,5",40,13,"0,5",9,"57,0","67,10","0,2",-,99,20,-,"0,07","0,7",1,100,Olahan,Sayur,KZGPI-1990
1104,FP087,"Tikus rica, masakan","54,9",257,"18,8","18,5","3,8",-,"4,0",232,293,"6,5",1.724,"308,0","0,50","2,3",674,-,-,"0,28","0,38",-,-,100,Olahan,Daging,KZGMI-2001
1105,DP058,Tinira ninahu nggaluku,"91,8",33,"1,2","1,3","4,1","3,1","1,5",35,35,-,161,"119,0","0,20","0,7",-,6,-,"0,30",-,"3,5",10,100,Olahan,Sayur,KZGMI-2001
1106,FP088,"Tinoransa, masakan","31,6",516,"17,7","49,5",-,-,"1,2",698,648,"3,5",1.307,"320,0","0,10","1,8",710,-,-,"0,29","0,17",-,-,100,Olahan,Daging,KZGMI-2001
1107,AP110,Tipa-tipa,"11,3",355,"6,2","1,2","79,8","1,3","1,5",17,328,"1,6",-,-,-,-,-,-,-,"0,26","0,04","1,5",-,100,Olahan,Serealia,KZGPI-1990
1108,BP073,Tiwul,"11,2",353,"2,4","1,1","83,4","6,5","1,6",55,95,"4,7",5,"670,0","0,20","0,8",-,-,-,"0,02","0,02","0,1",3,100,Olahan,Umbi,BKP
1109,BP074,Tiwul Instan,"9,1",395,"3,2","8,5","76,5","4,2","2,7",81,81,"5,8",377,"469,0","2,10","1,2",-,-,-,"0,40","0,20","0,2",4,100,Olahan,Umbi,BKP
1110,DR161,"Tomat merah, segar","92,9",24,"1,3","0,5","4,7",-,"0,6",8,77,"0,6",10,"164,9","0,14","0,2",-,575,2.083,"0,06","0,07","0,4",34,100,Tunggal,Sayur,KZGPI-1990
1111,DR162,"Tomat muda, segar","93,0",24,"2,0","0,7","3,3","1,8","2,0",5,27,"0,5",10,"210,0","0,07","0,2",-,384,320,"0,07","0,04","0,7",30,95,Tunggal,Sayur,DABM-1964
1112,DR160,"Tomat, air (sari), segar","94,0",20,"1,0","0,2","3,5","0,4","1,3",7,15,"0,4",10,"225,2","0,06","0,1",-,266,600,"0,05","0,03","0,7",10,100,Tunggal,Sayur,DABM-1964
1113,GP094,Tumis bandeng,"70,5",189,"11,3","15,7","0,6",-,"1,9",56,129,"0,4",314,"280,0","0,10","0,7",579,-,-,"0,46","0,02",-,-,-,Olahan,Ikan dsb,KZGMI-2001
1114,DP059,Tumis bayam bersantan,"91,2",48,"1,4","4,2","2,6","0,5","0,6",129,27,"0,8",-,-,-,-,-,-,2.988,"0,01",-,-,22,100,Olahan,Sayur,KZGPI-1990
1115,GP095,Tumis keumamah,"45,7",300,"14,5","20,0","15,5","4,5","4,3",-,-,-,-,-,-,-,-,8,-,"0,63","0,04",-,7,100,Olahan,Ikan dsb,KGZMI-2001
1116,BP075,Ubi Cilembu,"52,7",186,"1,9","0,2","44,3","3,4","0,9",37,51,"0,6",62,"61,9","0,10","0,2",-,26.000,-,"0,02","0,20",-,"0,3",90,Olahan,Umbi,BKP
1117,BR029,"Ubi jalar manis, segar","78,4",83,"1,5","0,2","18,8","0,6","1,1",27,162,"2,1",52,"320,7","0,10","0,3",-,-,-,"0,02",-,"0,4",-,85,Tunggal,Umbi,KZGPI-1990
1118,BR030,"Ubi jalar merah, segar","61,9",151,"1,6","0,3","35,4","0,7","0,6",29,74,"0,7",92,"565,6","0,30","0,5",-,-,1.208,"0,13","0,08","0,7",11,86,Tunggal,Umbi,KZGPI-1990
1119,BR031,"Ubi jalar putih, segar","77,8",88,"0,4","0,4","20,6","4,0","0,8",30,10,"0,5",2,"4,0","0,10","0,2",-,13,264,"0,25","0,06","0,5",36,86,Tunggal,Umbi,KZGMI-2001
1120,BR032,Ubi jalar tinta/ kemayung,"72,5",108,"0,5","0,4","25,6","4,2","1,0",30,40,"0,5",1,"1,0","0,10","0,2",-,13,-,"0,09","0,06","0,6",24,85,Tunggal,Umbi,KZGMI-2001
1081,CP085,Tepung Jalejo,"10,0",388,"19,0","7,5","61,2","5,8","2,3",101,663,"2,0",3,"712,0","0,60","1,9",-,1.000,"0,1","0,02","0,70","1,6",9,100,Olahan,Kacang,BKP
1082,CP086,Tepung kacang kedelai,"9,0",347,"35,9","20,6","29,9","5,8","4,0",195,544,"8,4",52,"2.522,6","4.303,45","2,6",-,-,140,"0,77","0,32","2,1",-,100,Olahan,Kacang,DABM-1964
1083,BP067,"Tepung kentang, kering","13,0",347,"0,3","0,1","85,6","0,4","1,0",20,30,"0,5",51,"156,3","0,20","0,5",-,-,-,"0,04",-,"0,4",-,100,Olahan,Umbi,DABM-1964
1084,BP068,Tepung Mocaf,"11,9",350,"1,2","0,6","85,0","6,0","1,3",60,64,"15,8",8,"403,0","0,10","0,6",-,-,-,"0,02","0,02","0,7",2,100,Olahan,Umbi,BKP
1085,EP014,Tepung Pisang,"13,8",338,"2,9","0,4","80,6","5,3","2,1",23,62,"4,0",18,"734,0","0,10","0,5",-,13.000,1,"0,02","0,02","1,0",2,100,Olahan,Buah,BKP
